lik	gamma	delta
-2179.0746205591	0.00171955928446863	0.255281479944857
-2265.40845998045	0.00171955928446863	0.013558717257264
-2265.68795512856	0.00171955928446863	0.0336030389314092
-2265.73555430988	0.00171955928446863	6.61069613519961e-05
-2206.74656652265	0.00171955928446863	0.140300671953954
-2265.73541606302	0.00171955928446863	6.61069613519961e-05
-2265.73574067963	0.00171955928446863	6.61069613519961e-05
-2265.73541606302	0.00171955928446863	6.61069613519961e-05
-2201.9651245351	0.00171955928446863	0.154425518824201
-2265.73595757036	0.00171955928446863	6.61069613519961e-05
-2265.735561332	0.00171955928446863	6.61069613519961e-05
-2265.73541709516	0.00171955928446863	6.61069613519961e-05
-2262.79326382515	0.00171955928446863	0.729237111783035
-2213.93999694022	0.00171955928446863	0.130923880216729
-2265.73541563226	0.00171955928446863	6.61069613519961e-05
-2256.44880698289	0.00171955928446863	0.820821359523504
-2206.12293785732	0.00171955928446863	0.144834350900192
-2265.73541617321	0.00171955928446863	6.61069613519961e-05
-2265.73568373307	0.00171955928446863	6.61069613519961e-05
-2265.45899563061	0.00171955928446863	0.0416481806176456
-2265.73541697914	0.00171955928446863	6.61069613519961e-05
-2205.83360678973	0.00171955928446863	0.14224671081325
-2265.73541697914	0.00171955928446863	6.61069613519961e-05
-2265.73611111029	0.00171955928446863	6.61069613519961e-05
-2265.73574069452	0.00171955928446863	6.61069613519961e-05
-2264.25771185591	0.00171955928446863	0.999933893038648
-2265.73541607791	0.00171955928446863	6.61069613519961e-05
-2207.39860084335	0.00171955928446863	0.139493048221806
-2204.02568708082	0.00171955928446863	0.152110872286408
-2265.73550332082	0.00171955928446863	6.61069613519961e-05
-2265.73541607506	0.00171955928446863	6.61069613519961e-05
-2265.59193077332	0.00171955928446863	0.0198517483311693
-2265.7354154531	0.00171955928446863	6.61069613519961e-05
-2207.51325950946	0.00171955928446863	0.138669285913411
-2265.7354154531	0.00171955928446863	6.61069613519961e-05
-2265.7354154531	0.00171955928446863	6.61069613519961e-05
-2265.73541681347	0.00171955928446863	6.61069613519961e-05
-2264.85317073238	0.00171955928446863	0.135688675935395
-2207.23421738519	0.00171955928446863	0.141370841261834
-2265.73587004292	0.00171955928446863	6.61069613519961e-05
-2206.06479267459	0.00171955928446863	0.14304208919269
-2265.73541622876	0.00171955928446863	6.61069613519961e-05
-2264.94686906734	0.00171955928446863	0.479650026350548
-2265.73592313062	0.00171955928446863	6.61069613519961e-05
-2265.7354154547	0.00171955928446863	6.61069613519961e-05
-2207.47759366332	0.00171955928446863	0.138739412184831
-2265.73543198896	0.00171955928446863	6.61069613519961e-05
-2265.7354154547	0.00171955928446863	6.61069613519961e-05
-2265.7357361254	0.00171955928446863	6.61069613519961e-05
-2265.73541600978	0.00171955928446863	6.61069613519961e-05
-2206.75340351267	0.00171955928446863	0.140310814038356
-2265.73541600978	0.00171955928446863	6.61069613519961e-05
-2203.27636592328	0.00171955928446863	0.154285238529772
-2265.73541613424	0.00171955928446863	6.61069613519961e-05
-2265.73541613424	0.00171955928446863	6.61069613519961e-05
-2265.64789256503	0.00171955928446863	0.0144986626934394
-2207.24746372311	0.00171955928446863	0.139204539178079
-2265.7354155379	0.00171955928446863	6.61069613519961e-05
-2265.7354155379	0.00171955928446863	6.61069613519961e-05
-2265.73553661457	0.00171955928446863	6.61069613519961e-05
-2265.73562033472	0.00171955928446863	6.61069613519961e-05
-2206.98309901666	0.00171955928446863	0.139756176399692
-2265.73544705147	0.00171955928446863	6.61069613519961e-05
-2265.73541570111	0.00171955928446863	6.61069613519961e-05
-2265.73541678255	0.00171955928446863	6.61069613519961e-05
-2265.73541678255	0.00171955928446863	6.61069613519961e-05
-2265.73589576363	0.00171955928446863	6.61069613519961e-05
-2206.32316155649	0.00171955928446863	0.141280823372645
-2265.31365863869	0.00171955928446863	0.130111352742756
-2265.73541552127	0.00171955928446863	6.61069613519961e-05
-2265.73541552127	0.00171955928446863	6.61069613519961e-05
-2207.91584010091	0.00171955928446863	0.138811386475042
-2207.21721409073	0.00171955928446863	0.139267862983354
-2265.73541555726	0.00171955928446863	6.61069613519961e-05
-2265.73554975165	0.00171955928446863	6.61069613519961e-05
-2265.73541555726	0.00171955928446863	6.61069613519961e-05
-2263.3500362739	0.00171955928446863	0.188866578331934
-2214.10371705954	0.00171955928446863	0.142565802179002
-2260.04451524465	0.00171955928446863	0.14176476938482
-2265.72839623966	0.00171955928446863	0.0086604480710697
-2265.51242193231	0.00171955928446863	0.0538501761414841
-2206.76481663185	0.00171955928446863	0.142233483713083
