lik	gamma	delta
-2119.4402370486	0.00198783150680823	0.273198887542371
-2422.30833702334	0.00198783150680823	0.0899602452877367
-2422.12680800921	0.00198783150680823	0.0401941516495617
-2422.69115555679	0.00198783150680823	6.61069613519961e-05
-2127.85554883508	0.00198783150680823	0.258557472576443
-2422.69115484368	0.00198783150680823	6.61069613519961e-05
-2422.69120297584	0.00198783150680823	6.61069613519961e-05
-2422.05748490651	0.00198783150680823	0.182761685362444
-2422.69130636522	0.00198783150680823	6.61069613519961e-05
-2422.26121289944	0.00198783150680823	0.24789404761822
-2128.41587064159	0.00198783150680823	0.258511228301326
-2421.50327390394	0.00198783150680823	0.332633641329127
-2422.69116821688	0.00198783150680823	6.61069613519961e-05
-2422.69115478385	0.00198783150680823	6.61069613519961e-05
-2127.44753492101	0.00198783150680823	0.258080552719101
-2422.69115478385	0.00198783150680823	6.61069613519961e-05
-2128.86020031429	0.00198783150680823	0.258127645773526
-2422.43022063327	0.00198783150680823	0.15682720335965
-2421.26628279168	0.00198783150680823	0.464920597326324
-2422.69115497159	0.00198783150680823	6.61069613519961e-05
-2422.69119199043	0.00198783150680823	6.61069613519961e-05
-2136.45648606376	0.00198783150680823	0.259273621264471
-2415.20593345085	0.00198783150680823	0.220041005930341
-2420.53994115159	0.00198783150680823	0.47743871044353
-2422.69115478265	0.00198783150680823	6.61069613519961e-05
-2422.69115478265	0.00198783150680823	6.61069613519961e-05
-2422.69115478265	0.00198783150680823	6.61069613519961e-05
-2127.50077109992	0.00198783150680823	0.258033606464197
-2419.64163067129	0.00198783150680823	0.243348196767187
-2419.35129540649	0.00198783150680823	0.382591041072674
-2133.60350858893	0.00198783150680823	0.258460069261367
-2422.36116056611	0.00198783150680823	0.109301254330008
-2420.52308150927	0.00198783150680823	0.844321561920078
-2422.69115486673	0.00198783150680823	6.61069613519961e-05
-2379.90136500127	0.00198783150680823	0.333749044304669
-2170.58554624648	0.00198783150680823	0.249541034397776
-2422.69115482666	0.00198783150680823	6.61069613519961e-05
-2127.16632337432	0.00198783150680823	0.258340070231853
-2422.69123599357	0.00198783150680823	6.61069613519961e-05
-2422.69115482666	0.00198783150680823	6.61069613519961e-05
-2422.69115328207	0.00198783150680823	0
