lik	gamma	delta
-7486.28050590602	0.00175091725160552	0.310165695950482
-7567.95742208266	0.00175091725160552	6.61069613519961e-05
-7567.95740770219	0.00175091725160552	0.000194848467215837
-7567.95742208266	0.00175091725160552	6.61069613519961e-05
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7497.40524798621	0.00175091725160552	0.249521315550942
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7567.95742213653	0.00175091725160552	6.61069613519961e-05
-7567.57292968031	0.00175091725160552	0.121115927835082
-7567.95742213653	0.00175091725160552	6.61069613519961e-05
-7497.52562563734	0.00175091725160552	0.252376865587299
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7497.40524798621	0.00175091725160552	0.249521315550942
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7497.40524798621	0.00175091725160552	0.249521315550942
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7497.40524798621	0.00175091725160552	0.249521315550942
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7497.40524798621	0.00175091725160552	0.249521315550942
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7567.95776394704	0.00175091725160552	6.61069613519961e-05
-7488.22753628433	0.00175091725160552	0.297383760821265
-7567.95742529751	0.00175091725160552	6.61069613519961e-05
-7567.95742529751	0.00175091725160552	6.61069613519961e-05
-7567.95776394704	0.00175091725160552	6.61069613519961e-05
-7488.22753628433	0.00175091725160552	0.297383760821265
-7567.95742529751	0.00175091725160552	6.61069613519961e-05
-7567.95742529751	0.00175091725160552	6.61069613519961e-05
-7567.95742207405	0.00175091725160552	6.61069613519961e-05
-7567.9574510907	0.00175091725160552	6.61069613519961e-05
-7497.2905980896	0.00175091725160552	0.249932918573818
-7567.95742207405	0.00175091725160552	6.61069613519961e-05
-7567.95748927939	0.00175091725160552	6.61069613519961e-05
-7567.55902594877	0.00175091725160552	0.223288922081957
-7497.41661890053	0.00175091725160552	0.252520204608979
-7567.95742212006	0.00175091725160552	6.61069613519961e-05
-7496.4449813936	0.00175091725160552	0.253273360465711
-7567.95764354955	0.00175091725160552	6.61069613519961e-05
-7567.95742235721	0.00175091725160552	6.61069613519961e-05
-7567.95742235721	0.00175091725160552	6.61069613519961e-05
-7497.43770528218	0.00175091725160552	0.251182782385729
-7567.9574222079	0.00175091725160552	6.61069613519961e-05
-7567.74648162215	0.00175091725160552	0.136532831230092
-7567.9574222079	0.00175091725160552	6.61069613519961e-05
-7497.40524798621	0.00175091725160552	0.249521315550942
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7497.40524798621	0.00175091725160552	0.249521315550942
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7567.95742206901	0.00175091725160552	6.61069613519961e-05
-7567.95742534009	0.00175091725160552	6.61069613519961e-05
-7567.95742206901	0.00175091725160552	6.61069613519961e-05
-7497.39093490633	0.00175091725160552	0.249573618521351
-7567.56503700755	0.00175091725160552	0.22196850014817
-7567.95742208972	0.00175091725160552	6.61069613519961e-05
-7497.7766900277	0.00175091725160552	0.249830023234041
-7567.95742208972	0.00175091725160552	6.61069613519961e-05
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7497.40524798621	0.00175091725160552	0.249521315550942
-7496.88425554025	0.00175091725160552	0.25141557415836
-7567.95742212046	0.00175091725160552	6.61069613519961e-05
-7567.9575538601	0.00175091725160552	6.61069613519961e-05
-7567.95742212046	0.00175091725160552	6.61069613519961e-05
-7567.95775583692	0.00175091725160552	6.61069613519961e-05
-7567.95742272235	0.00175091725160552	6.61069613519961e-05
-7495.86130832572	0.00175091725160552	0.255798143231593
-7567.95742272235	0.00175091725160552	6.61069613519961e-05
-7499.08817327445	0.00175091725160552	0.25016629516168
-7567.95759531601	0.00175091725160552	6.61069613519961e-05
-7565.38785274152	0.00175091725160552	0.371830962523159
-7567.95742223033	0.00175091725160552	6.61069613519961e-05
-7567.95742210669	0.00175091725160552	6.61069613519961e-05
-7567.95742210669	0.00175091725160552	6.61069613519961e-05
-7564.80468945395	0.00175091725160552	0.721760627563718
-7499.78294370234	0.00175091725160552	0.245921068984702
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7497.40524798621	0.00175091725160552	0.249521315550942
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7497.40524798621	0.00175091725160552	0.249521315550942
-7519.30322223567	0.00175091725160552	0.231532419194491
-7545.30610117754	0.00175091725160552	0.317380553427181
-7567.95742215516	0.00175091725160552	6.61069613519961e-05
-7567.95742215516	0.00175091725160552	6.61069613519961e-05
-7567.95748290539	0.00175091725160552	6.61069613519961e-05
-7567.95749868815	0.00175091725160552	6.61069613519961e-05
-7567.957422125	0.00175091725160552	6.61069613519961e-05
-7496.85988236621	0.00175091725160552	0.251509101740242
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7497.40524798621	0.00175091725160552	0.249521315550942
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7567.95742206888	0.00175091725160552	6.61069613519961e-05
-7567.95742209124	0.00175091725160552	6.61069613519961e-05
-7567.95742209124	0.00175091725160552	6.61069613519961e-05
-7567.58785471618	0.00175091725160552	0.116449911227527
