lik	gamma	delta
-14221.3361865863	0.00170767478947609	0.255281488535204
-14307.6700085362	0.00170767478947609	0.0135587194650438
-14307.9495068021	0.00170767478947609	0.0336018941623623
-14307.997103464	0.00170767478947609	6.61069613519961e-05
-14253.0746433012	0.00170767478947609	0.135363571573101
-14303.5677811745	0.00170767478947609	0.361905239155528
-14307.9969646711	0.00170767478947609	6.61069613519961e-05
-14307.9969646711	0.00170767478947609	6.61069613519961e-05
-14248.3044079025	0.00170767478947609	0.142299923047099
-14307.9974193576	0.00170767478947609	6.61069613519961e-05
-14307.9969661115	0.00170767478947609	6.61069613519961e-05
-14307.9938842363	0.00170767478947609	0.0103159424851214
-14307.9969826035	0.00170767478947609	6.61069613519961e-05
-14244.6604215257	0.00170767478947609	0.155223448927521
-14307.9969646353	0.00170767478947609	6.61069613519961e-05
-14307.9919824074	0.00170767478947609	0.00339670860043439
-14307.9969647083	0.00170767478947609	6.61069613519961e-05
-14304.6071756175	0.00170767478947609	0.318395261078736
-14307.9970596331	0.00170767478947609	6.61069613519961e-05
-14252.2431044	0.00170767478947609	0.136566325086129
-14249.3117137842	0.00170767478947609	0.139624811200963
-14307.9969648585	0.00170767478947609	6.61069613519961e-05
-14307.9969648585	0.00170767478947609	6.61069613519961e-05
-14307.9971694954	0.00170767478947609	6.61069613519961e-05
-14249.7748286881	0.00170767478947609	0.138669232820518
-14307.9969646178	0.00170767478947609	6.61069613519961e-05
-14307.9969646178	0.00170767478947609	6.61069613519961e-05
-14307.9969646178	0.00170767478947609	6.61069613519961e-05
-14302.6268565486	0.00170767478947609	0.131686669218114
-14254.9775475123	0.00170767478947609	0.140113144086923
-14307.9969652205	0.00170767478947609	6.61069613519961e-05
-14307.9969652205	0.00170767478947609	6.61069613519961e-05
-14307.9971974684	0.00170767478947609	6.61069613519961e-05
-14307.9969653605	0.00170767478947609	6.61069613519961e-05
-14307.9969653605	0.00170767478947609	6.61069613519961e-05
-14248.7907429202	0.00170767478947609	0.141213383245457
-14307.9969646178	0.00170767478947609	6.61069613519961e-05
-14307.9969646178	0.00170767478947609	6.61069613519961e-05
-14249.7748286881	0.00170767478947609	0.138669232820518
-14307.9969646178	0.00170767478947609	6.61069613519961e-05
-14307.9969646178	0.00170767478947609	6.61069613519961e-05
-14307.9969646178	0.00170767478947609	6.61069613519961e-05
-14307.9969646178	0.00170767478947609	6.61069613519961e-05
-14249.7748286881	0.00170767478947609	0.138669232820518
-14307.9969646613	0.00170767478947609	6.61069613519961e-05
-14307.9969646613	0.00170767478947609	6.61069613519961e-05
-14307.9876609972	0.00170767478947609	0.00321903782456973
-14237.9524282811	0.00170767478947609	0.17822489644061
-14307.9969648112	0.00170767478947609	6.61069613519961e-05
-14307.9810034575	0.00170767478947609	0.0245393752002409
-14249.2539007008	0.00170767478947609	0.140185595503398
-14307.9971051806	0.00170767478947609	6.61069613519961e-05
-14306.1883838526	0.00170767478947609	0.0783510981684663
-14249.9249250486	0.00170767478947609	0.146819812652951
-14307.9969657155	0.00170767478947609	6.61069613519961e-05
-14307.9972993461	0.00170767478947609	6.61069613519961e-05
-14307.9937035292	0.00170767478947609	0.0106214528264073
-14307.9969649295	0.00170767478947609	6.61069613519961e-05
-14307.9969649295	0.00170767478947609	6.61069613519961e-05
-14249.432064559	0.00170767478947609	0.139862897306592
-14307.9969646921	0.00170767478947609	6.61069613519961e-05
-14307.9969646921	0.00170767478947609	6.61069613519961e-05
-14249.5255833036	0.00170767478947609	0.139170189109381
-14307.9970784636	0.00170767478947609	6.61069613519961e-05
-14307.9971142977	0.00170767478947609	6.61069613519961e-05
-14307.9969647463	0.00170767478947609	6.61069613519961e-05
-14249.4430680677	0.00170767478947609	0.139343085767732
-14307.9969647463	0.00170767478947609	6.61069613519961e-05
-14307.9969646961	0.00170767478947609	6.61069613519961e-05
-14292.658935822	0.00170767478947609	0.318791932593
-14307.9969646961	0.00170767478947609	6.61069613519961e-05
-14261.6640630227	0.00170767478947609	0.126586562318152
-14307.9969646178	0.00170767478947609	6.61069613519961e-05
-14307.9969646178	0.00170767478947609	6.61069613519961e-05
-14249.7748286881	0.00170767478947609	0.138669232820518
-14307.9969646178	0.00170767478947609	6.61069613519961e-05
-14307.7738592914	0.00170767478947609	0.0538662513556911
-14307.9969657047	0.00170767478947609	6.61069613519961e-05
-14249.3938039352	0.00170767478947609	0.141468777190447
-14307.9969657047	0.00170767478947609	6.61069613519961e-05
-14249.7748286881	0.00170767478947609	0.138669232820518
-14307.9969646178	0.00170767478947609	6.61069613519961e-05
-14307.9969646178	0.00170767478947609	6.61069613519961e-05
-14307.9969646178	0.00170767478947609	6.61069613519961e-05
-14250.9437123438	0.00170767478947609	0.13774101510695
-14307.9969646201	0.00170767478947609	6.61069613519961e-05
-14306.6581838597	0.00170767478947609	0.248457477022435
-14307.9969646201	0.00170767478947609	6.61069613519961e-05
-14307.9969647738	0.00170767478947609	6.61069613519961e-05
-14307.8359975636	0.00170767478947609	0.108992582620463
-14304.6074082847	0.00170767478947609	0.31837799907758
-14252.5714942355	0.00170767478947609	0.136383189873979
-14307.9969646178	0.00170767478947609	6.61069613519961e-05
-14307.9969646178	0.00170767478947609	6.61069613519961e-05
-14307.9969646178	0.00170767478947609	6.61069613519961e-05
-14249.7748286881	0.00170767478947609	0.138669232820518
-14249.2224244684	0.00170767478947609	0.1398203334431
-14307.9972058579	0.00170767478947609	6.61069613519961e-05
-14307.9969649513	0.00170767478947609	6.61069613519961e-05
-14307.9969649513	0.00170767478947609	6.61069613519961e-05
-14307.9969646573	0.00170767478947609	6.61069613519961e-05
-14307.9970360367	0.00170767478947609	6.61069613519961e-05
-14249.6127991675	0.00170767478947609	0.139008100841394
-14307.9969646573	0.00170767478947609	6.61069613519961e-05
-14238.7492764175	0.00170767478947609	0.243789216832117
-14302.3349354182	0.00170767478947609	0.0538306093573513
-14307.9969649003	0.00170767478947609	6.61069613519961e-05
-14307.9969649003	0.00170767478947609	6.61069613519961e-05
-14307.9969646178	0.00170767478947609	6.61069613519961e-05
-14307.9969646178	0.00170767478947609	6.61069613519961e-05
-14249.7748286881	0.00170767478947609	0.138669232820518
-14307.9969646178	0.00170767478947609	6.61069613519961e-05
-14307.9969648585	0.00170767478947609	6.61069613519961e-05
-14307.9969648585	0.00170767478947609	6.61069613519961e-05
-14307.9971694954	0.00170767478947609	6.61069613519961e-05
-14249.3117137842	0.00170767478947609	0.139624811200963
-14307.997056285	0.00170767478947609	6.61069613519961e-05
-14307.996964666	0.00170767478947609	6.61069613519961e-05
-14249.5758674376	0.00170767478947609	0.139066254204639
-14307.996964666	0.00170767478947609	6.61069613519961e-05
-14307.996965779	0.00170767478947609	6.61069613519961e-05
-14249.1392730745	0.00170767478947609	0.141990963423258
-14307.996965779	0.00170767478947609	6.61069613519961e-05
-14307.8539967227	0.00170767478947609	0.0408075485203312
-14307.9969646266	0.00170767478947609	6.61069613519961e-05
-14307.9969646266	0.00170767478947609	6.61069613519961e-05
-14307.9970038736	0.00170767478947609	6.61069613519961e-05
-14249.6905914308	0.00170767478947609	0.13883510464191
-14307.9969648585	0.00170767478947609	6.61069613519961e-05
-14249.3117137842	0.00170767478947609	0.139624811200963
-14307.9971694954	0.00170767478947609	6.61069613519961e-05
-14307.9969648585	0.00170767478947609	6.61069613519961e-05
-14307.9973510777	0.00170767478947609	6.61069613519961e-05
-14304.2745619575	0.00170767478947609	0.306306817477988
-14251.6088319606	0.00170767478947609	0.138983042649547
-14307.9841030469	0.00170767478947609	0.0219073934435313
-14302.3048463983	0.00170767478947609	0.141780394339573
-14307.9973057423	0.00170767478947609	6.61069613519961e-05
-14254.5992196633	0.00170767478947609	0.1405006866212
-14307.9969655141	0.00170767478947609	6.61069613519961e-05
-14307.996964752	0.00170767478947609	6.61069613519961e-05
-14307.996964752	0.00170767478947609	6.61069613519961e-05
-14247.4261712888	0.00170767478947609	0.147563756725704
-14307.9209419792	0.00170767478947609	0.017073917600863
-14307.9969646178	0.00170767478947609	6.61069613519961e-05
-14307.9969646178	0.00170767478947609	6.61069613519961e-05
-14307.9969646178	0.00170767478947609	6.61069613519961e-05
-14249.7748286881	0.00170767478947609	0.138669232820518
-14307.9969647545	0.00170767478947609	6.61069613519961e-05
-14249.4319186835	0.00170767478947609	0.139366746442801
-14307.9971190459	0.00170767478947609	6.61069613519961e-05
