lik	gamma	delta
-1035.93782454433	0.00209784644278556	6.61069613519961e-05
-1035.93773811441	0.00209784644278556	6.61069613519961e-05
-1035.86100632945	0.00209784644278556	0.0233203782271057
-1033.32572694231	0.00209784644278556	0.0243193340046757
-1035.93789394034	0.00209784644278556	6.61069613519961e-05
-1035.93800254067	0.00209784644278556	6.61069613519961e-05
-1033.09073346873	0.00209784644278556	0.0248240174642964
-1035.93795218956	0.00209784644278556	6.61069613519961e-05
-1034.94896722209	0.00209784644278556	0.0700178271543619
-1033.69110739096	0.00209784644278556	0.0224934313473858
-1035.93846492544	0.00209784644278556	6.61069613519961e-05
-1035.93771328957	0.00209784644278556	6.61069613519961e-05
-1033.09140817113	0.00209784644278556	0.0247506816507711
-1035.93846444646	0.00209784644278556	6.61069613519961e-05
-1035.93771281058	0.00209784644278556	6.61069613519961e-05
-1035.93771281058	0.00209784644278556	6.61069613519961e-05
-1035.93770884467	0.00209784644278556	6.61069613519961e-05
-1032.25170480409	0.00209784644278556	0.0426684635565676
-1035.78536962454	0.00209784644278556	0.00746505535938729
-1035.93770884467	0.00209784644278556	6.61069613519961e-05
-1035.93826917616	0.00209784644278556	6.61069613519961e-05
-1033.13997237278	0.00209784644278556	0.0244828801199373
-1035.93779488105	0.00209784644278556	6.61069613519961e-05
-1035.9377110654	0.00209784644278556	6.61069613519961e-05
-1035.93771270877	0.00209784644278556	6.61069613519961e-05
-1032.92775749995	0.00209784644278556	0.0255993908299759
-1035.93836968806	0.00209784644278556	6.61069613519961e-05
-1035.93821024876	0.00209784644278556	6.61069613519961e-05
-1035.93770915532	0.00209784644278556	6.61069613519961e-05
-1035.93770915532	0.00209784644278556	6.61069613519961e-05
-1033.30104694905	0.00209784644278556	0.0236484589497674
-1035.93793108353	0.00209784644278556	6.61069613519961e-05
-1035.93771077836	0.00209784644278556	6.61069613519961e-05
-1033.62199821365	0.00209784644278556	0.136140943068124
-1035.93771077836	0.00209784644278556	6.61069613519961e-05
-1034.20166099315	0.00209784644278556	0.019466704832942
-1034.76088558255	0.00209784644278556	0.177344804565686
-1035.66528965654	0.00209784644278556	0.165859835437906
-1035.93843474404	0.00209784644278556	6.61069613519961e-05
-1033.55976294104	0.00209784644278556	0.0228518689514968
-1035.93770822897	0.00209784644278556	0
