lik	gamma	delta
-834.068860726372	0.002340899941057	0.191305431525609
-842.347658381281	0.002340899941057	6.61069613519961e-05
-842.134907109906	0.002340899941057	0.00803067767832413
-842.350111450095	0.002340899941057	6.61069613519961e-05
-842.347595682293	0.002340899941057	6.61069613519961e-05
-842.347595682293	0.002340899941057	6.61069613519961e-05
-842.347595682293	0.002340899941057	6.61069613519961e-05
-841.183880596497	0.002340899941057	0.0174726144840482
-841.233731139711	0.002340899941057	0.0170947241892712
-842.223819499812	0.002340899941057	0.0885186609320285
-842.347595780313	0.002340899941057	6.61069613519961e-05
-842.347595780313	0.002340899941057	6.61069613519961e-05
-841.183880596497	0.002340899941057	0.0174726144840482
-842.347595682293	0.002340899941057	6.61069613519961e-05
-842.347595682293	0.002340899941057	6.61069613519961e-05
-842.347595682293	0.002340899941057	6.61069613519961e-05
-842.3202640911	0.002340899941057	0.00527109429722787
-842.347595687611	0.002340899941057	6.61069613519961e-05
-841.035550410805	0.002340899941057	0.0215040391445574
-842.347595687611	0.002340899941057	6.61069613519961e-05
-842.348695215581	0.002340899941057	6.61069613519961e-05
-842.347830456996	0.002340899941057	6.61069613519961e-05
-840.610348005833	0.002340899941057	0.0228401008615395
-842.347710726426	0.002340899941057	6.61069613519961e-05
-840.647582249573	0.002340899941057	0.0218484370585921
-842.34925539157	0.002340899941057	6.61069613519961e-05
-842.347598920132	0.002340899941057	6.61069613519961e-05
-842.347598920132	0.002340899941057	6.61069613519961e-05
-841.111128996435	0.002340899941057	0.018048603068015
-842.34759597357	0.002340899941057	6.61069613519961e-05
-842.34759597357	0.002340899941057	6.61069613519961e-05
-842.347864185997	0.002340899941057	6.61069613519961e-05
-842.347595682293	0.002340899941057	6.61069613519961e-05
-841.183880596497	0.002340899941057	0.0174726144840482
-842.347595682293	0.002340899941057	6.61069613519961e-05
-842.347595682293	0.002340899941057	6.61069613519961e-05
-842.347596354619	0.002340899941057	6.61069613519961e-05
-841.097828914336	0.002340899941057	0.0183005323422277
-842.347596354619	0.002340899941057	6.61069613519961e-05
-842.347834227576	0.002340899941057	6.61069613519961e-05
-842.347594937109	0.002340899941057	0
