lik	gamma	delta
-12328.3402938964	0.00168485459251495	6.61069613519961e-05
-12328.3398864309	0.00168485459251495	6.61069613519961e-05
-12328.0123687306	0.00168485459251495	0.0102089623872212
-12328.3400114825	0.00168485459251495	6.61069613519961e-05
-12328.3398187504	0.00168485459251495	6.61069613519961e-05
-12328.1492789173	0.00168485459251495	0.0071344564441223
-12328.3397421153	0.00168485459251495	6.61069613519961e-05
-12328.3398630189	0.00168485459251495	6.61069613519961e-05
-12328.3398582205	0.00168485459251495	6.61069613519961e-05
-12328.3397421003	0.00168485459251495	6.61069613519961e-05
-12328.3397421003	0.00168485459251495	6.61069613519961e-05
-12328.1595547449	0.00168485459251495	0.00690334259192601
-12328.3401091531	0.00168485459251495	6.61069613519961e-05
-12328.3401683001	0.00168485459251495	6.61069613519961e-05
-12328.3398596575	0.00168485459251495	6.61069613519961e-05
-12328.0632106603	0.00168485459251495	0.00871031273901215
-12328.0906965358	0.00168485459251495	0.00928118479429261
-12328.3397421554	0.00168485459251495	6.61069613519961e-05
-12328.3399885533	0.00168485459251495	6.61069613519961e-05
-12328.3397421554	0.00168485459251495	6.61069613519961e-05
-12328.339742024	0.00168485459251495	6.61069613519961e-05
-12328.339742024	0.00168485459251495	6.61069613519961e-05
-12328.1715347805	0.00168485459251495	0.00666289258645363
-12328.339742024	0.00168485459251495	6.61069613519961e-05
-12327.2086423744	0.00168485459251495	0.23085628171438
-12328.3397423618	0.00168485459251495	6.61069613519961e-05
-12328.3397423618	0.00168485459251495	6.61069613519961e-05
-12328.2561114228	0.00168485459251495	0.0047237358703269
-12328.3398948191	0.00168485459251495	6.61069613519961e-05
-12327.748896722	0.00168485459251495	0.0191016011294125
-12328.339858376	0.00168485459251495	6.61069613519961e-05
-12328.3403922002	0.00168485459251495	6.61069613519961e-05
-12328.339742024	0.00168485459251495	6.61069613519961e-05
-12328.339742024	0.00168485459251495	6.61069613519961e-05
-12328.1715347805	0.00168485459251495	0.00666289258645363
-12328.339742024	0.00168485459251495	6.61069613519961e-05
-12328.3392019099	0.00168485459251495	0.000407926613123608
-12326.2608746872	0.00168485459251495	0.105427591008447
-12328.3398331999	0.00168485459251495	6.61069613519961e-05
-12328.3397425335	0.00168485459251495	6.61069613519961e-05
-12328.1476740916	0.00168485459251495	0.00726412717889589
-12328.3397421961	0.00168485459251495	6.61069613519961e-05
-12328.3397421961	0.00168485459251495	6.61069613519961e-05
-12328.3399063676	0.00168485459251495	6.61069613519961e-05
-12328.339742222	0.00168485459251495	6.61069613519961e-05
-12328.339826024	0.00168485459251495	6.61069613519961e-05
-12328.1450954397	0.00168485459251495	0.00718443308819744
-12328.3399091972	0.00168485459251495	6.61069613519961e-05
-12328.1573727734	0.00168485459251495	0.006946443601116
-12328.3398788681	0.00168485459251495	6.61069613519961e-05
-12328.3397421299	0.00168485459251495	6.61069613519961e-05
-12328.3397421299	0.00168485459251495	6.61069613519961e-05
-12328.3397613681	0.00168485459251495	6.61069613519961e-05
-12328.3087006065	0.00168485459251495	0.0113882326422583
-12328.1667128727	0.00168485459251495	0.00701537370628411
-12328.3400185378	0.00168485459251495	6.61069613519961e-05
-12328.3403076895	0.00168485459251495	6.61069613519961e-05
-12328.33974383	0.00168485459251495	6.61069613519961e-05
-12328.1081984059	0.00168485459251495	0.0078714493227223
-12328.33974383	0.00168485459251495	6.61069613519961e-05
-12328.339886072	0.00168485459251495	6.61069613519961e-05
-12328.3397421418	0.00168485459251495	6.61069613519961e-05
-12328.1566040793	0.00168485459251495	0.00696164542847982
-12328.3397421418	0.00168485459251495	6.61069613519961e-05
-12328.3399071958	0.00168485459251495	6.61069613519961e-05
-12328.1517937409	0.00168485459251495	0.00709781228610916
-12328.3397438086	0.00168485459251495	6.61069613519961e-05
-12328.3397438086	0.00168485459251495	6.61069613519961e-05
-12328.09421718	0.00168485459251495	0.00833905864803108
-12328.3397434197	0.00168485459251495	6.61069613519961e-05
-12328.3403358596	0.00168485459251495	6.61069613519961e-05
-12328.3397434197	0.00168485459251495	6.61069613519961e-05
-12328.339742024	0.00168485459251495	6.61069613519961e-05
-12328.339742024	0.00168485459251495	6.61069613519961e-05
-12328.339742024	0.00168485459251495	6.61069613519961e-05
-12328.1715347805	0.00168485459251495	0.00666289258645363
-12328.3397442737	0.00168485459251495	6.61069613519961e-05
-12328.3400993337	0.00168485459251495	6.61069613519961e-05
-12328.0539532592	0.00168485459251495	0.00890726802772607
-12328.340341054	0.00168485459251495	6.61069613519961e-05
-12328.3397396986	0.00168485459251495	0.000144229472361617
-12328.3399319945	0.00168485459251495	6.61069613519961e-05
-12328.3397436998	0.00168485459251495	6.61069613519961e-05
