lik	gamma	delta
-1888.29869398723	0.00167679222967501	0.191313087671193
-1896.57928973458	0.00167679222967501	6.61069613519961e-05
-1896.36640134443	0.00167679222967501	0.00803329860240382
-1896.58174621779	0.00167679222967501	6.61069613519961e-05
-1895.20064676517	0.00167679222967501	0.0191955292854973
-1896.57923007632	0.00167679222967501	6.61069613519961e-05
-1896.57997091664	0.00167679222967501	6.61069613519961e-05
-1896.57923007632	0.00167679222967501	6.61069613519961e-05
-1895.37753878882	0.00167679222967501	0.0177667892462854
-1896.57922708497	0.00167679222967501	6.61069613519961e-05
-1896.57936939218	0.00167679222967501	6.61069613519961e-05
-1896.57922708497	0.00167679222967501	6.61069613519961e-05
-1894.99105612734	0.00167679222967501	0.0210109117239769
-1896.5799368594	0.00167679222967501	6.61069613519961e-05
-1896.57922811355	0.00167679222967501	6.61069613519961e-05
-1896.579849099	0.00167679222967501	6.61069613519961e-05
-1896.58024716252	0.00167679222967501	6.61069613519961e-05
-1894.94550020037	0.00167679222967501	0.0212547155836724
-1896.5792282348	0.00167679222967501	6.61069613519961e-05
-1896.57972336554	0.00167679222967501	6.61069613519961e-05
-1896.57962753905	0.00167679222967501	6.61069613519961e-05
-1896.57932178361	0.00167679222967501	6.61069613519961e-05
-1896.57922792378	0.00167679222967501	6.61069613519961e-05
-1895.27841814337	0.00167679222967501	0.0185565186834671
-1896.57922708197	0.00167679222967501	6.61069613519961e-05
-1895.37958636474	0.00167679222967501	0.0177507195922506
-1896.57922708197	0.00167679222967501	6.61069613519961e-05
-1896.57936152608	0.00167679222967501	6.61069613519961e-05
-1895.41578743438	0.00167679222967501	0.0174702415310573
-1896.57922697094	0.00167679222967501	6.61069613519961e-05
-1896.57922697094	0.00167679222967501	6.61069613519961e-05
-1896.57922697094	0.00167679222967501	6.61069613519961e-05
-1896.57922731693	0.00167679222967501	6.61069613519961e-05
-1896.57922731693	0.00167679222967501	6.61069613519961e-05
-1895.32078044526	0.00167679222967501	0.0182153591754127
-1896.57957560454	0.00167679222967501	6.61069613519961e-05
-1895.41578743438	0.00167679222967501	0.0174702415310573
-1896.57922697094	0.00167679222967501	6.61069613519961e-05
-1896.57922697094	0.00167679222967501	6.61069613519961e-05
-1896.57922697094	0.00167679222967501	6.61069613519961e-05
-1896.5792270713	0.00167679222967501	6.61069613519961e-05
-1895.43956171215	0.00167679222967501	0.0173490246875128
-1896.54654692299	0.00167679222967501	0.0373675464703228
-1896.5792270713	0.00167679222967501	6.61069613519961e-05
-1891.87462948889	0.00167679222967501	0.0883637862731035
-1896.56749305643	0.00167679222967501	0.00192560116824738
-1896.57923000802	0.00167679222967501	6.61069613519961e-05
-1896.57945768407	0.00167679222967501	6.61069613519961e-05
-1895.31758518639	0.00167679222967501	0.018323007133978
-1896.57922767202	0.00167679222967501	6.61069613519961e-05
-1896.57922767202	0.00167679222967501	6.61069613519961e-05
-1896.57954547337	0.00167679222967501	6.61069613519961e-05
-1895.34503246617	0.00167679222967501	0.0180328735328287
-1896.57922735085	0.00167679222967501	6.61069613519961e-05
-1896.57922735085	0.00167679222967501	6.61069613519961e-05
-1896.57948681385	0.00167679222967501	6.61069613519961e-05
-1896.31393107561	0.00167679222967501	0.0578358946931624
-1896.57929504291	0.00167679222967501	6.61069613519961e-05
-1896.57973814322	0.00167679222967501	6.61069613519961e-05
-1895.40473621793	0.00167679222967501	0.0178734740772635
-1896.57982450713	0.00167679222967501	6.61069613519961e-05
-1896.4602624217	0.00167679222967501	0.0878429497063251
-1896.57922846977	0.00167679222967501	6.61069613519961e-05
-1895.25525777986	0.00167679222967501	0.0191837832670567
-1895.61614978473	0.00167679222967501	0.0158710392993923
-1894.80423483395	0.00167679222967501	0.703579263876774
-1896.57922711062	0.00167679222967501	6.61069613519961e-05
-1896.57922711062	0.00167679222967501	6.61069613519961e-05
-1896.57980517496	0.00167679222967501	6.61069613519961e-05
-1896.57922902913	0.00167679222967501	6.61069613519961e-05
-1889.61752760864	0.00167679222967501	0.1197034553478
-1896.57942167532	0.00167679222967501	6.61069613519961e-05
-1895.20196388325	0.00167679222967501	0.0204281122554995
-1896.57940357215	0.00167679222967501	6.61069613519961e-05
-1896.57922932833	0.00167679222967501	6.61069613519961e-05
-1896.57922932833	0.00167679222967501	6.61069613519961e-05
-1895.31147445059	0.00167679222967501	0.0182976295749917
-1896.57922777327	0.00167679222967501	6.61069613519961e-05
-1896.57922777327	0.00167679222967501	6.61069613519961e-05
-1896.57960459042	0.00167679222967501	6.61069613519961e-05
-1896.57922701374	0.00167679222967501	6.61069613519961e-05
-1896.57922701374	0.00167679222967501	6.61069613519961e-05
-1895.7275228451	0.00167679222967501	0.0163310008792738
-1896.24617658258	0.00167679222967501	0.0229804202654747
-1896.57922697094	0.00167679222967501	6.61069613519961e-05
-1896.57922697094	0.00167679222967501	6.61069613519961e-05
-1896.57922697094	0.00167679222967501	6.61069613519961e-05
-1895.41578743438	0.00167679222967501	0.0174702415310573
-1896.57945948638	0.00167679222967501	6.61069613519961e-05
-1896.57922744078	0.00167679222967501	6.61069613519961e-05
-1896.57939905435	0.00167679222967501	6.61069613519961e-05
-1895.30506900248	0.00167679222967501	0.0183400114818059
-1896.57922697094	0.00167679222967501	6.61069613519961e-05
-1895.41578743438	0.00167679222967501	0.0174702415310573
-1896.57922697094	0.00167679222967501	6.61069613519961e-05
-1896.57922697094	0.00167679222967501	6.61069613519961e-05
-1896.56880787822	0.00167679222967501	0.00319003760970622
-1896.57922859218	0.00167679222967501	6.61069613519961e-05
-1896.5800962886	0.00167679222967501	6.61069613519961e-05
-1894.82516805932	0.00167679222967501	0.025667039020851
-1896.57922707382	0.00167679222967501	6.61069613519961e-05
-1896.57922707382	0.00167679222967501	6.61069613519961e-05
-1896.12944880516	0.00167679222967501	0.0697756616362547
-1895.62565841401	0.00167679222967501	0.0159852354355146
-1895.41578743438	0.00167679222967501	0.0174702415310573
-1896.57922697094	0.00167679222967501	6.61069613519961e-05
-1896.57922697094	0.00167679222967501	6.61069613519961e-05
-1896.57922697094	0.00167679222967501	6.61069613519961e-05
-1896.57922697094	0.00167679222967501	6.61069613519961e-05
-1896.57922697094	0.00167679222967501	6.61069613519961e-05
-1895.41578743438	0.00167679222967501	0.0174702415310397
-1896.57922697094	0.00167679222967501	6.61069613519961e-05
-1896.5792277196	0.00167679222967501	6.61069613519961e-05
-1895.31515727938	0.00167679222967501	0.0182678304971001
-1896.57959184512	0.00167679222967501	6.61069613519961e-05
-1896.5792277196	0.00167679222967501	6.61069613519961e-05
-1896.57922814175	0.00167679222967501	6.61069613519961e-05
-1895.23368789743	0.00167679222967501	0.0195991037938844
-1896.57922814175	0.00167679222967501	6.61069613519961e-05
-1896.57955847091	0.00167679222967501	6.61069613519961e-05
-1896.57947442211	0.00167679222967501	6.61069613519961e-05
-1895.34850904538	0.00167679222967501	0.0180044026967779
-1896.57922731555	0.00167679222967501	6.61069613519961e-05
-1896.57922731555	0.00167679222967501	6.61069613519961e-05
-1895.3531051557	0.00167679222967501	0.0179669511979282
-1896.57945788793	0.00167679222967501	6.61069613519961e-05
-1896.57922727151	0.00167679222967501	6.61069613519961e-05
-1896.57922727151	0.00167679222967501	6.61069613519961e-05
-1896.57955141014	0.00167679222967501	6.61069613519961e-05
-1896.57922770056	0.00167679222967501	6.61069613519961e-05
-1895.68439878758	0.00167679222967501	0.0153948173027824
-1894.45609515445	0.00167679222967501	0.30794715377109
-1895.41578743438	0.00167679222967501	0.0174702415310573
-1896.57922697094	0.00167679222967501	6.61069613519961e-05
-1896.57922697094	0.00167679222967501	6.61069613519961e-05
-1896.57922697094	0.00167679222967501	6.61069613519961e-05
-1896.52865973318	0.00167679222967501	0.00468655380230061
-1896.57923020792	0.00167679222967501	6.61069613519961e-05
-1894.211035309	0.00167679222967501	0.0407025551060529
-1896.57997104824	0.00167679222967501	6.61069613519961e-05
-1896.57942805014	0.00167679222967501	6.61069613519961e-05
